seed,policy,budget,tail_weight,n,review_fraction,selective_accuracy,mean_cost,cvar90,severe_error_capture,severe_errors_before_review,severe_errors_remaining,weighted_error_capture
73,moe_tail,0.1,,15634,0.09997441473711143,0.9012152654395565,0.11500575668414993,1.1500575668414996,0.6481481481481481,108,38,0.3831903945111492
73,moe_tail,0.2,,15634,0.19994882947422285,0.9156539814518708,0.08020979915568632,0.8020979915568635,0.7870370370370371,108,23,0.569811320754717
73,moe_tail,0.3,,15634,0.2999872073685557,0.9299159356725146,0.055008315210438787,0.550083152104388,0.8981481481481481,108,11,0.7049742710120068
73,moe_tail,0.4,,15634,0.39996162210566716,0.940837863767189,0.03767429960342843,0.37674299603428435,0.9629629629629629,108,4,0.7979416809605488
73,calibrated_tail,0.0,0.0,15634,0.0,0.8840987591147499,0.18913905590379942,1.7323781501854933,0.0,119,119,0.0
73,calibrated_tail,0.05,0.0,15634,0.04995522578994499,0.9004914832020467,0.14295765638991942,1.4295765638991944,0.35294117647058826,119,77,0.24416638484950964
73,calibrated_tail,0.1,0.0,15634,0.09997441473711143,0.9152156918484827,0.11123193040808495,1.1123193040808497,0.5462184873949579,119,54,0.41190395671288466
73,calibrated_tail,0.2,0.0,15634,0.19994882947422285,0.9420370962583946,0.06370730459255469,0.637073045925547,0.773109243697479,119,27,0.663172133919513
73,calibrated_tail,0.3,0.0,15634,0.2999872073685557,0.9541301169590644,0.04093642062172189,0.409364206217219,0.865546218487395,119,16,0.7835644234020968
73,calibrated_tail,0.4,0.0,15634,0.39996162210566716,0.9621575524997336,0.02532941025969042,0.25329410259690427,0.957983193277311,119,5,0.8660804869800474
